transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
84,06/08/2023,13:47:22,2,2,Groningen,3.5,Coffee,Milk coffee
85,06/11/2023,12:48:28,6,1,Amsterdam,3.15,Tea,Green tea
86,06/10/2023,15:13:48,1,2,Groningen,4.5,Chocolate,Hot chocolate
87,06/08/2023,09:55:05,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
88,06/07/2023,16:42:43,2,3,Breda,3.15,Tea,Green tea
89,06/07/2023,10:20:57,1,3,Breda,3.5,Bakery,Pie
90,06/08/2023,17:09:36,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
91,06/09/2023,18:39:44,3,3,Breda,3.5,Coffee,Milk coffee
92,06/11/2023,17:28:40,1,2,Groningen,4.5,Chocolate,Hot chocolate
93,06/06/2023,09:31:26,2,1,Amsterdam,2.0,Coffee,Black coffee
94,06/08/2023,14:51:09,1,1,Amsterdam,3.15,Tea,Green tea
95,06/05/2023,12:21:56,2,1,Amsterdam,3.75,Bakery,Sandwich
96,06/06/2023,08:33:56,3,2,Groningen,4.5,Chocolate,Hot chocolate
97,06/05/2023,16:34:22,2,2,Groningen,3.25,Tea,Chai tea
98,06/11/2023,19:13:31,2,3,Breda,3.0,Bakery,Scone
99,06/11/2023,16:05:37,2,2,Groningen,4.5,Chocolate,Hot chocolate
100,06/09/2023,16:18:59,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
101,06/10/2023,07:50:25,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
102,06/09/2023,08:15:43,2,3,Breda,4.5,Chocolate,Hot chocolate
103,06/09/2023,12:55:55,1,1,Amsterdam,3.0,Tea,Black tea
104,06/08/2023,10:18:56,1,2,Groningen,3.0,Tea,Black tea
105,06/07/2023,10:38:16,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
106,06/05/2023,18:00:28,2,2,Groningen,4.5,Chocolate,Hot chocolate
107,06/10/2023,10:32:21,2,2,Groningen,3.0,Bakery,Scone
108,06/11/2023,12:05:26,2,1,Amsterdam,3.5,Bakery,Pie
109,06/08/2023,10:57:37,1,3,Breda,4.25,Coffee,Syrup coffee
110,06/10/2023,06:36:25,1,3,Breda,3.15,Tea,Green tea
111,06/07/2023,09:35:04,2,1,Amsterdam,3.75,Bakery,Sandwich
112,06/10/2023,15:28:29,1,3,Breda,3.25,Tea,Chai tea
113,06/05/2023,17:20:43,2,2,Groningen,3.5,Coffee,Milk coffee
114,06/11/2023,06:04:49,2,3,Breda,3.0,Bakery,Scone
115,06/09/2023,09:52:53,2,3,Breda,4.5,Chocolate,Hot chocolate
116,06/08/2023,11:38:22,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
117,06/05/2023,10:07:11,2,3,Breda,3.15,Tea,Green tea
118,06/05/2023,11:28:32,2,3,Breda,3.5,Bakery,Pie
119,06/05/2023,17:14:36,1,2,Groningen,3.15,Tea,Green tea
120,06/05/2023,08:51:14,2,1,Amsterdam,3.0,Tea,Black tea
121,06/08/2023,13:51:38,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
122,06/10/2023,06:17:00,1,3,Breda,4.5,Chocolate,Hot chocolate
123,06/08/2023,14:36:02,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
124,06/10/2023,17:01:47,2,2,Groningen,3.5,Bakery,Pie
125,06/05/2023,13:26:02,2,2,Groningen,3.5,Tea,Herbal tea
126,06/11/2023,17:43:21,1,2,Groningen,4.5,Chocolate,Hot chocolate
127,06/10/2023,06:39:20,2,2,Groningen,3.0,Tea,Black tea
128,06/11/2023,07:12:58,2,3,Breda,3.25,Tea,Chai tea
129,06/11/2023,10:35:19,1,3,Breda,3.0,Bakery,Scone
130,06/08/2023,16:05:37,1,2,Groningen,4.5,Chocolate,Hot chocolate
131,06/05/2023,08:47:28,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
132,06/10/2023,07:10:48,2,2,Groningen,4.5,Chocolate,Hot chocolate
133,06/07/2023,13:20:50,3,3,Breda,4.25,Coffee,Syrup coffee
134,06/10/2023,08:52:03,2,2,Groningen,3.5,Bakery,Pie
135,06/08/2023,10:26:20,2,3,Breda,3.5,Tea,Herbal tea
136,06/06/2023,08:26:40,1,3,Breda,3.5,Coffee,Milk coffee
137,06/06/2023,17:08:17,1,3,Breda,3.25,Tea,Chai tea
138,06/06/2023,10:50:59,2,3,Breda,6.3,Coffee,Organic blended coffee
139,06/08/2023,07:55:18,1,2,Groningen,4.5,Chocolate,Hot chocolate
140,06/05/2023,12:39:37,2,1,Amsterdam,3.5,Coffee,Milk coffee
141,06/08/2023,11:19:57,4,2,Groningen,3.15,Tea,Green tea
142,06/06/2023,10:12:57,1,1,Amsterdam,3.0,Bakery,Scone
143,06/11/2023,18:32:21,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
144,06/08/2023,16:34:32,6,2,Groningen,3.0,Bakery,Scone
145,06/10/2023,11:15:27,2,2,Groningen,4.5,Chocolate,Hot chocolate
146,06/11/2023,17:39:15,2,3,Breda,4.5,Chocolate,Hot chocolate
147,06/08/2023,09:49:56,5,2,Groningen,3.5,Bakery,Pie
148,06/09/2023,10:30:57,1,2,Groningen,3.25,Tea,Chai tea
149,06/08/2023,14:14:47,2,3,Breda,2.0,Coffee,Black coffee
150,06/11/2023,14:53:25,2,2,Groningen,4.5,Chocolate,Hot chocolate
151,06/07/2023,15:28:26,2,2,Groningen,3.5,Coffee,Milk coffee
152,06/07/2023,16:57:18,2,2,Groningen,3.75,Bakery,Sandwich
153,06/05/2023,09:39:15,3,3,Breda,3.5,Bakery,Pie
154,06/10/2023,19:59:55,4,3,Breda,3.5,Tea,Herbal tea
155,06/09/2023,06:53:37,2,2,Groningen,3.0,Bakery,Scone
156,06/08/2023,12:15:44,4,2,Groningen,4.5,Chocolate,Hot chocolate
157,06/11/2023,11:13:36,1,3,Breda,4.5,Chocolate,Hot chocolate
158,06/10/2023,15:12:40,1,2,Groningen,3.5,Bakery,Pie
159,06/07/2023,08:32:48,1,2,Groningen,2.0,Coffee,Black coffee
160,06/09/2023,07:34:34,2,3,Breda,3.0,Tea,Black tea
161,06/11/2023,06:43:19,1,2,Groningen,4.25,Coffee,Syrup coffee
162,06/05/2023,08:58:46,1,2,Groningen,4.5,Chocolate,Hot chocolate
163,06/09/2023,19:27:50,6,1,Amsterdam,3.0,Tea,Black tea
164,06/10/2023,16:16:01,1,3,Breda,3.5,Coffee,Milk coffee
165,06/10/2023,09:30:39,2,2,Groningen,3.0,Bakery,Scone
166,06/09/2023,08:51:25,3,2,Groningen,3.0,Bakery,Scone
167,06/10/2023,07:33:36,2,2,Groningen,4.5,Chocolate,Hot chocolate
168,06/05/2023,09:52:15,1,2,Groningen,3.25,Tea,Chai tea
169,06/11/2023,13:52:21,4,1,Amsterdam,3.25,Tea,Chai tea
170,06/10/2023,10:57:56,1,2,Groningen,4.25,Coffee,Syrup coffee
171,06/11/2023,19:31:12,1,1,Amsterdam,3.0,Bakery,Scone
172,06/08/2023,11:42:08,2,2,Groningen,3.15,Tea,Green tea
173,06/06/2023,10:56:01,1,3,Breda,3.0,Tea,Black tea
174,06/10/2023,19:37:17,2,3,Breda,6.3,Coffee,Organic blended coffee
175,06/11/2023,07:43:07,5,3,Breda,6.3,Coffee,Organic blended coffee
176,06/08/2023,14:34:36,2,3,Breda,6.3,Coffee,Organic blended coffee
177,06/08/2023,07:10:12,3,3,Breda,3.75,Bakery,Sandwich
178,06/11/2023,08:20:05,1,2,Groningen,3.0,Tea,Black tea
179,06/08/2023,09:47:59,1,3,Breda,4.5,Chocolate,Hot chocolate
180,06/09/2023,11:57:59,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
181,06/09/2023,16:28:52,3,3,Breda,3.5,Bakery,Pie
182,06/06/2023,17:10:54,2,1,Amsterdam,3.75,Bakery,Sandwich
183,06/09/2023,12:17:23,2,2,Groningen,4.25,Coffee,Syrup coffee
184,06/06/2023,08:05:18,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
185,06/09/2023,11:51:14,3,2,Groningen,3.25,Tea,Chai tea
186,06/07/2023,16:30:23,3,2,Groningen,4.5,Chocolate,Hot chocolate
187,06/07/2023,06:42:55,1,3,Breda,3.0,Bakery,Scone
188,06/08/2023,19:33:01,2,3,Breda,4.5,Chocolate,Hot chocolate
189,06/08/2023,,4,2,Groningen,3.25,Tea,Chai tea
190,06/10/2023,12:56:08,2,3,Breda,6.3,Coffee,Organic blended coffee
191,06/05/2023,18:26:39,1,1,Amsterdam,3.5,Coffee,Milk coffee
192,06/10/2023,18:33:32,2,2,Groningen,6.3,Coffee,Organic blended coffee
193,06/07/2023,08:35:24,1,3,Breda,2.0,Coffee,Black coffee
194,06/06/2023,09:23:27,3,2,Groningen,3.15,Tea,Green tea
195,06/05/2023,08:01:25,1,1,Amsterdam,4.25,Coffee,Syrup coffee
196,06/06/2023,19:56:48,2,3,Breda,3.25,Tea,Chai tea
197,06/11/2023,09:19:14,2,3,Breda,4.5,Chocolate,Hot chocolate
198,06/11/2023,14:57:00,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
199,06/08/2023,09:31:02,3,3,Breda,4.5,Chocolate,Hot chocolate
200,06/07/2023,09:32:50,1,2,Groningen,3.5,Coffee,Milk coffee
201,06/09/2023,08:02:16,2,2,Groningen,2.0,Coffee,Black coffee
202,06/08/2023,10:11:39,1,2,Groningen,3.0,Bakery,Scone
203,06/08/2023,15:58:25,4,3,Breda,3.25,Tea,Chai tea
204,06/08/2023,18:11:02,2,2,Groningen,3.25,Tea,Chai tea
205,06/11/2023,14:48:33,1,2,Groningen,3.25,Tea,Chai tea
206,06/08/2023,17:39:15,2,2,Groningen,3.5,Coffee,Milk coffee
207,06/09/2023,06:25:34,2,2,Groningen,3.75,Bakery,Sandwich
208,06/10/2023,10:34:02,2,3,Breda,3.5,Bakery,Pie
209,06/10/2023,08:56:16,2,2,Groningen,3.25,Tea,Chai tea
210,06/10/2023,08:34:23,3,3,Breda,3.15,Tea,Green tea
211,06/09/2023,19:12:19,1,2,Groningen,2.0,Coffee,Black coffee
212,06/06/2023,11:34:04,3,2,Groningen,2.0,Coffee,Black coffee
213,06/08/2023,11:33:59,2,2,Groningen,3.75,Bakery,Sandwich
214,06/08/2023,16:01:17,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
215,06/09/2023,08:14:55,2,3,Breda,4.5,Chocolate,Hot chocolate
216,06/11/2023,13:37:11,4,2,Groningen,3.0,Bakery,Scone
217,06/10/2023,14:31:55,1,3,Breda,3.5,Coffee,Milk coffee
218,06/09/2023,16:53:34,6,1,Amsterdam,3.5,Bakery,Pie
219,06/10/2023,15:09:35,5,2,Groningen,3.75,Bakery,Sandwich
220,06/10/2023,08:04:08,1,3,Breda,3.25,Tea,Chai tea
221,06/11/2023,10:52:23,1,2,Groningen,3.0,Tea,Black tea
222,06/05/2023,06:26:38,3,2,Groningen,3.15,Tea,Green tea
223,06/05/2023,10:27:53,1,1,Amsterdam,3.75,Bakery,Sandwich
224,06/09/2023,09:42:45,2,2,Groningen,3.5,Bakery,Pie
225,06/09/2023,07:33:33,2,2,Groningen,3.75,Bakery,Sandwich
226,06/10/2023,16:29:59,2,1,Amsterdam,3.15,Tea,Green tea
227,06/09/2023,11:42:39,1,3,Breda,3.5,Tea,Herbal tea
228,06/07/2023,16:08:14,2,2,Groningen,3.75,Bakery,Sandwich
229,06/05/2023,10:05:13,1,2,Groningen,3.0,Bakery,Scone
230,06/09/2023,09:36:40,1,3,Breda,3.0,Tea,Black tea
231,06/10/2023,16:46:22,2,3,Breda,3.75,Bakery,Sandwich
232,06/08/2023,17:25:21,3,3,Breda,2.0,Coffee,Black coffee
233,06/09/2023,16:02:38,5,2,Groningen,4.5,Chocolate,Hot chocolate
234,06/05/2023,13:08:34,2,3,Breda,3.75,Bakery,Sandwich
235,06/09/2023,16:35:51,1,2,Groningen,3.0,Tea,Black tea
236,06/09/2023,10:07:28,1,2,Groningen,3.5,Coffee,Milk coffee
237,06/10/2023,11:59:48,1,1,Amsterdam,3.25,Tea,Chai tea
238,06/10/2023,09:11:35,2,2,Groningen,3.0,Bakery,Scone
239,06/09/2023,08:20:28,2,1,Amsterdam,4.25,Coffee,Syrup coffee
240,06/10/2023,12:12:55,5,2,Groningen,4.5,Chocolate,Hot chocolate
241,06/09/2023,11:38:03,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
242,06/07/2023,13:10:05,1,3,Breda,3.0,Bakery,Scone
243,06/07/2023,07:55:59,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
244,06/10/2023,12:15:17,2,2,Groningen,4.25,Coffee,Syrup coffee
245,06/11/2023,08:00:07,1,1,Amsterdam,4.25,Coffee,Syrup coffee
246,06/06/2023,06:06:08,,3,Breda,3.75,Bakery,Sandwich
247,06/11/2023,19:42:03,1,3,Breda,3.0,Tea,Black tea
248,06/09/2023,06:01:39,3,3,Breda,3.5,Tea,Herbal tea
249,06/05/2023,18:34:57,1,3,Breda,4.5,Chocolate,Hot chocolate
250,06/11/2023,09:44:44,4,2,Groningen,6.3,Coffee,Organic blended coffee
251,06/10/2023,17:27:09,4,2,Groningen,4.5,Chocolate,Hot chocolate
252,06/09/2023,14:08:35,1,2,Groningen,3.75,Bakery,Sandwich
253,06/08/2023,06:11:46,1,2,Groningen,3.5,Bakery,Pie
254,06/10/2023,09:04:12,1,1,Amsterdam,3.5,Tea,Herbal tea
255,06/06/2023,13:45:46,1,2,Groningen,3.5,Coffee,Milk coffee
256,06/08/2023,09:01:18,1,2,Groningen,4.5,Chocolate,Hot chocolate
257,06/08/2023,07:02:16,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
258,06/07/2023,15:29:23,2,3,Breda,3.5,Bakery,Pie
259,06/10/2023,11:13:02,1,3,Breda,3.25,Tea,Chai tea
260,06/09/2023,08:00:17,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
261,06/10/2023,07:24:24,2,2,Groningen,4.25,Coffee,Syrup coffee
262,06/08/2023,11:00:00,6,3,Breda,4.5,Chocolate,Hot chocolate
263,06/11/2023,10:05:02,2,2,Groningen,3.5,Coffee,Milk coffee
264,06/06/2023,08:42:27,1,2,Groningen,4.5,Chocolate,Hot chocolate
265,06/08/2023,09:28:34,2,2,Groningen,6.3,Coffee,Organic blended coffee
266,06/06/2023,11:32:17,3,2,Groningen,3.5,Tea,Herbal tea
267,06/11/2023,08:13:04,2,3,Breda,4.5,Chocolate,Hot chocolate
268,06/06/2023,18:47:49,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
269,06/09/2023,18:17:29,5,2,Groningen,6.3,Coffee,Organic blended coffee
270,06/06/2023,11:15:32,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
271,06/06/2023,13:34:16,1,3,Breda,3.15,Tea,Green tea
272,06/08/2023,12:57:37,2,3,Breda,3.25,Tea,Chai tea
273,06/05/2023,,1,1,Amsterdam,3.5,Tea,Herbal tea
274,06/07/2023,12:21:07,3,2,Groningen,3.25,Tea,Chai tea
275,06/07/2023,06:58:27,1,2,Groningen,3.0,Bakery,Scone
276,06/09/2023,14:41:34,1,3,Breda,2.0,Coffee,Black coffee
277,06/10/2023,16:16:51,4,2,Groningen,3.75,Bakery,Sandwich
278,06/07/2023,17:28:20,2,1,Amsterdam,3.75,Bakery,Sandwich
279,06/07/2023,14:59:57,1,3,Breda,3.25,Tea,Chai tea
280,06/11/2023,10:16:39,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
281,06/10/2023,14:18:00,4,1,Amsterdam,3.5,Coffee,Milk coffee
282,06/09/2023,10:26:42,2,1,Amsterdam,3.5,Tea,Herbal tea
283,06/06/2023,13:26:04,6,1,Amsterdam,3.0,Bakery,Scone
284,06/06/2023,11:38:24,2,2,Groningen,3.0,Tea,Black tea
285,06/10/2023,15:28:15,2,1,Amsterdam,2.0,Coffee,Black coffee
286,06/10/2023,14:08:45,2,1,Amsterdam,2.0,Coffee,Black coffee
287,06/11/2023,08:28:53,2,2,Groningen,4.5,Chocolate,Hot chocolate
288,06/11/2023,12:01:45,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
289,06/09/2023,10:24:38,3,3,Breda,3.5,Coffee,Milk coffee
290,06/10/2023,09:57:32,2,1,Amsterdam,4.25,Coffee,Syrup coffee
291,06/06/2023,10:58:31,2,2,Groningen,3.75,Bakery,Sandwich
292,06/11/2023,13:03:30,4,3,Breda,3.5,Coffee,Milk coffee
293,06/06/2023,17:57:53,2,3,Breda,6.3,Coffee,Organic blended coffee
294,06/08/2023,07:37:45,1,3,Breda,3.25,Tea,Chai tea
295,06/09/2023,11:29:17,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
296,06/11/2023,09:14:18,1,2,Groningen,6.3,Coffee,Organic blended coffee
297,06/11/2023,08:25:33,3,2,Groningen,3.5,Tea,Herbal tea
298,06/11/2023,08:09:20,1,2,Groningen,4.5,Chocolate,Hot chocolate
299,06/11/2023,15:30:55,2,2,Groningen,3.5,Coffee,Milk coffee
300,06/06/2023,19:20:15,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
301,06/07/2023,08:08:31,2,2,Groningen,3.15,Tea,Green tea
302,06/10/2023,17:46:03,2,2,Groningen,3.5,Bakery,Pie
303,06/08/2023,06:24:05,2,3,Breda,3.5,Bakery,Pie
304,06/10/2023,16:38:57,2,2,Groningen,3.75,Bakery,Sandwich
305,06/10/2023,17:44:37,1,2,Groningen,3.75,Bakery,Sandwich
306,06/08/2023,10:09:07,2,1,Amsterdam,2.0,Coffee,Black coffee
307,06/10/2023,17:43:16,2,2,Groningen,3.15,Tea,Green tea
308,06/08/2023,06:33:07,2,2,Groningen,2.0,Coffee,Black coffee
309,06/07/2023,10:29:17,1,3,Breda,4.5,Chocolate,Hot chocolate
310,06/09/2023,12:41:52,2,1,Amsterdam,3.5,Bakery,Pie
311,06/10/2023,09:40:48,1,3,Breda,4.5,Chocolate,Hot chocolate
312,06/11/2023,16:45:42,1,2,Groningen,4.25,Coffee,Syrup coffee
313,06/07/2023,08:31:13,1,3,Breda,3.0,Bakery,Scone
314,06/09/2023,11:08:38,1,3,Breda,3.5,Bakery,Pie
315,06/10/2023,09:02:55,1,2,Groningen,3.5,Coffee,Milk coffee
316,06/11/2023,15:08:28,1,3,Breda,3.75,Bakery,Sandwich
317,06/09/2023,08:43:55,4,3,Breda,3.0,Bakery,Scone
318,06/09/2023,10:06:15,1,2,Groningen,6.3,Coffee,Organic blended coffee
319,06/09/2023,10:22:00,1,3,Breda,3.75,Bakery,Sandwich
320,06/09/2023,08:30:27,1,2,Groningen,3.15,Tea,Green tea
321,06/08/2023,10:17:39,1,3,Breda,6.3,Coffee,Organic blended coffee
322,06/11/2023,13:22:22,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
323,06/10/2023,19:31:10,3,3,Breda,6.3,Coffee,Organic blended coffee
324,06/10/2023,09:03:32,1,2,Groningen,6.3,Coffee,Organic blended coffee
325,06/07/2023,11:36:04,1,2,Groningen,3.5,Bakery,Pie
326,06/09/2023,11:31:17,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
327,06/09/2023,09:38:14,1,1,Amsterdam,3.5,Bakery,Pie
328,06/09/2023,09:01:48,2,2,Groningen,4.5,Chocolate,Hot chocolate
329,06/09/2023,14:14:11,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
330,06/08/2023,,1,2,Groningen,3.15,Tea,Green tea
331,06/10/2023,13:21:36,2,1,Amsterdam,3.15,Tea,Green tea
332,06/10/2023,08:28:33,2,3,Breda,4.5,Chocolate,Hot chocolate
333,06/10/2023,16:08:40,2,2,Groningen,3.0,Tea,Black tea
334,06/11/2023,10:31:34,2,3,Breda,6.3,Coffee,Organic blended coffee
335,06/06/2023,08:08:22,4,2,Groningen,3.5,Tea,Herbal tea
336,06/10/2023,08:54:31,1,2,Groningen,4.5,Chocolate,Hot chocolate
337,06/11/2023,10:52:37,1,3,Breda,3.5,Tea,Herbal tea
338,06/08/2023,17:02:43,2,2,Groningen,3.0,Bakery,Scone
339,06/08/2023,18:50:35,1,3,Breda,3.25,Tea,Chai tea
340,06/07/2023,17:04:25,2,2,Groningen,3.25,Tea,Chai tea
341,06/10/2023,11:31:56,3,2,Groningen,4.5,Chocolate,Hot chocolate
342,06/08/2023,19:29:53,1,2,Groningen,3.15,Tea,Green tea
343,06/11/2023,10:58:06,4,3,Breda,3.15,Tea,Green tea
344,06/07/2023,10:59:47,2,2,Groningen,3.5,Coffee,Milk coffee
345,06/06/2023,19:50:23,1,1,Amsterdam,3.25,Tea,Chai tea
346,06/10/2023,11:38:40,2,2,Groningen,3.5,Bakery,Pie
347,06/10/2023,12:38:20,2,3,Breda,3.0,Tea,Black tea
348,06/11/2023,16:48:29,2,2,Groningen,4.5,Chocolate,Hot chocolate
349,06/08/2023,11:19:12,2,1,Amsterdam,3.5,Bakery,Pie
350,06/09/2023,08:10:43,1,3,Breda,3.25,Tea,Chai tea
351,06/07/2023,12:19:20,1,1,Amsterdam,3.25,Tea,Chai tea
